Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CE,951274,1254497,UR/X/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CSE,490326,1186732,EWS,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CSE,200962,359305,FW/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CSE,1122690,1401303,OBC/X/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CSE,1118397,1219617,SC/X/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CSE,263549,1117794,UR/X/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CSIT,1196372,1196372,EWS,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CSIT,336000,474750,FW/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,CSIT,576445,1414673,UR/X/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,EC,699479,708673,FW/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,EC,656583,1377740,UR/X/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,IT,1016675,1388568,EWS,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,IT,379582,484471,FW/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,IT,545578,1405500,UR/X/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,MECH,842104,875256,FW/OP,PR
Chameli Devi Group of Institutions Indore (2006),INDORE,2024,FIRST,PRIVATE,MECH,1175780,1175780,UR/X/OP,PR
CHAMELI DEVI INSTITUTE OF PROFESSIONAL STUDIES INDORE,INDORE,2024,FIRST,PRIVATE,CSE,1224569,1376563,EWS,PR
CHAMELI DEVI INSTITUTE OF PROFESSIONAL STUDIES INDORE,INDORE,2024,FIRST,PRIVATE,CSE,246705,645384,FW/OP,PR
CHAMELI DEVI INSTITUTE OF PROFESSIONAL STUDIES INDORE,INDORE,2024,FIRST,PRIVATE,CSE,363526,1395525,UR/X/OP,PR
